Grupa ¿ywnoœci;Engelse naam/Food name;Nazwa angielska/Nazwa ¿ywnoœci;Iloœæ;jednostka;kalorycznoœæ (kcal);bia³ko (g);t³uszcz (g);wêglowodany (g)
Warzywa;Beans runner frozen unprepared;Fasola szparagowa mro¿ona nieprzygotowana;100;g;28;1,9;0,1;3,6
Warzywa;Vegetables mixture for soup frozen unprepared;Mieszanka warzywna na zupê mro¿ona nieprzygotowana;100;g;25;2;0;3
Warzywa;Spinach cut frozen unprepared;Szpinak krojony mro¿ony nieprzygotowany;100;g;20;2,3;0,3;1,1
Warzywa;Brussel sprouts frozen boiled;Kapusta brukselska mro¿ona gotowana;100;g;47;2,3;0,7;5,6
Warzywa;Beans broad frozen unprepared;Fasola szparagowa mro¿ona nieprzygotowana;100;g;87;7,5;0,6;9,3
Ziemniaki i bulwy;Potatoes slices/parts frozen unprepared;Ziemniaki w plastrach/czêœciach zamro¿one nieprzygotowane;100;g;134;2,5;3,8;21,2
Wêdliny;Salami;Salami;100;g;392;18,7;34,8;0,9
Wêdliny;Meatloaf (processed meat product);Miêsny pasztet (przetworzony produkt miêsny);100;g;304;12,8;25,6;5,6
Napoje bezalkoholowe;Juice tomato/vegetable low sodium;Sok pomidorowy/warzywny o niskiej zawartoœci sodu;100;g;21;1;0;4
Warzywa;Gherkins sweet pickled low sodium;Ogórki konserwowe s³odkie o niskiej zawartoœci sodu;100;g;17;1,1;0;2,8
Warzywa;Onion silver-skin sweet pickled low sodium glass;Cebula srebrzysta s³odka marynowana w szkle o niskiej zawartoœci sodu;100;g;21;1;0;3
Warzywa;Onion silverskin sweet pickled wo sugar glass;Cebula srebrzysta s³odka marynowana bez cukru szklanka;100;g;21;1;0;3
Warzywa;Gherkins pickled wo sugar;Ogórki kiszone w cukrze;100;g;14;1,2;0,3;1,1
Warzywa;Cucumber sliced pickled glass;Ogórek pokrojony w plastry, kiszony, szk³o;100;g;9;0,7;0;1
Wêdliny;Sausage cooked;Kie³basa gotowana;100;g;357;11,3;33;3,7
Wêdliny;Processed meat products 20-30 g fat av;Produkty miêsne przetworzone 20-30 g t³uszczu;100;g;310;13,7;26,9;2,9
Wêdliny;Processed meat products 10-20 g fat av;Produkty miêsne przetworzone 10-20 g t³uszczu œrednio;100;g;213;14,9;15,5;3,2
Owoce;Apple sauce wo sugar tinned;Mus jab³kowy bez cukru w puszce;100;g;48;0,2;0;10,7
Warzywa;Bamboo shoots tinned;Pêdy bambusa konserwowane;100;g;33;2;0;6
Wêdliny;Processed meat products <10 g fat av;Produkty miêsne przetworzone <10 g t³uszczu;100;g;144;18,4;6,5;2,5
Ró¿ne potrawy;Salt low sodium LoSalt;Sól o niskiej zawartoœci sodu ;100;g;0;0;0;0
Sosy pikantne;Soy sauce salt ketjap;Sos sojowy z sol¹ i ketjapem;100;g;211;2,8;0;50
Sosy pikantne;Soy sauce sweet low sodium ketjap;Sos sojowy s³odki o niskiej zawartoœci sodu ketjap;100;g;238;4,5;0;55
Sosy pikantne;Soy sauce sweet ketjap;Sos sojowy s³odki ketjap;100;g;234;3,5;0;55
Zio³a i przyprawy;Monosodium glutamate Ve-tsin;Glutaminian sodu Ve-tsin;100;g;0;0;0;0
Zio³a i przyprawy;Basil dried;Bazylia suszona;100;g;244;23;4,1;10,1
Zio³a i przyprawy;Chilli powder;Proszek chili;100;g;373;12;17;32
Zio³a i przyprawy;Curry powder djawa;Proszek curry djawa;100;g;370;12;14;36,5
Zio³a i przyprawy;Chervil dried;Szczawik suszony;100;g;303;23;4;38
Zio³a i przyprawy;Pepper red cayenne;Pieprz czerwony cayenne;100;g;379;12;17;32
Zio³a i przyprawy;Marjoram dried;Majeranek suszony;100;g;319;13;7;42
Zio³a i przyprawy;Mustard low sodium;Musztarda o niskiej zawartoœci sodu;100;g;126;6,5;9,5;3,1
Zio³a i przyprawy;Oregano dried;Oregano suszone;100;g;360;11;10;49
Zio³a i przyprawy;Paprika powder;Papryka w proszku;100;g;359;15;13;35
Zio³a i przyprawy;Parsley dried;Pietruszka suszona;100;g;309;22;4;41
Zio³a i przyprawy;Rosemary dried;Rozmaryn suszony;100;g;374;5;15;46
Zio³a i przyprawy;Pepper red hot paste;Pasta z czerwonej papryki;100;g;36;1,6;0,7;4,9
Zio³a i przyprawy;Pepper red hot paste low sodium;Paprykowa czerwona ostra pasta o niskiej zawartoœci sodu;100;g;50;3;2;4
Zio³a i przyprawy;Pepper red hot fried paste;Papryka czerwona ostra sma¿ona pasta;100;g;250;4,4;18,5;15,5
Zio³a i przyprawy;Celery leaves fresh;Œwie¿e liœcie selera;100;g;16;1;0;2
Zio³a i przyprawy;Lemon grass powder;Proszek z trawy cytrynowej;100;g;216;5;3;30
Chleb;Crispbread high fibre;Pieczywo chrupkie o wysokiej zawartoœci b³onnika;100;g;350;13;6,5;48
Ryby, skorupiaki i miêczaki;Mackerel in water tinned;Makrela w puszce wodnej;100;g;257;18,6;20,3;0
Cukier, s³odycze i s³odkie sosy;Marzipan;Marcypan;100;g;420;5,3;15,3;64,2
Warzywa;Infant food vegetables 4 months;Pokarm dla niemowl¹t warzywa 4 miesi¹ce;100;g;50;1,3;0,2;9,7
Miêso i drób;Bacon fat smoked prepared;T³uszcz z boczku wêdzony przygotowany;100;g;505;25;45;0
Ser;Cheese cream soft Paturain;Ser œmietankowy miêkki Paturain;100;g;354;7;35,3;2,3
Miêso i drób;Chicken wo skin raw;Kurczak bez skóry surowy;100;g;139;20,5;6,3;0
Miêso i drób;Chicken for soup w skin raw;Kurczak na zupê ze skór¹ surowy;100;g;247;19;19;0
Ryby, skorupiaki i miêczaki;Plaice fillet fried/simmered;Filet z fl¹dry sma¿ony/gotowany na wolnym ogniu;100;g;112;18,9;3,8;0,5
Cukier, s³odycze i s³odkie sosy;Chocolate sprinkles av;Posypki czekoladowe av;100;g;449;5,7;15,3;69,3
Jajka;Egg whole chicken fried in margarine;Ca³e jajko z kurczaka sma¿one w margarynie;100;g;220;14,4;17,6;0,9
Ryby, skorupiaki i miêczaki;Cod fillet fried/simmered;Filet z dorsza sma¿ony/gotowany;100;g;118;21,5;3,3;0,6
Miêso i drób;Chicken wo skin grilled;Kurczak bez skóry grillowany;100;g;188;28,5;7,9;0,6
Miêso i drób;Minced beef/pork shallow fried;Miêso mielone wo³owe/wieprzowe sma¿one na ma³ym ogniu;100;g;317;30,1;21,6;0,4
Chleb;Wheat bread white Turkish;Chleb pszenny bia³y turecki;100;g;250;8,5;1,5;49,3
Wêdliny;Sausage dry sucuk Turkish;Kie³basa sucha sucuk turecka;100;g;446;20,4;37,5;6,7
Wêdliny;Sausage dry salam Turkish;Kie³basa sucha salam turecka;100;g;271;14,8;20,6;6,5
Warzywa;Grape leaves glass;Szk³o z liœci winogronowych;100;g;33;3,3;0;1,8
Warzywa;Vegetables pickled Turkish Tursu;Kiszone warzywa Tursu tureckie;100;g;24;0,6;0;3,9
Ser;Cheese 30+ av;Ser 30+ av;100;g;280;30,1;17,7;0
Cukier, s³odycze i s³odkie sosy;Liquorice Dutch type av;Lukrecja typ holenderski av;100;g;333;8,4;0,4;73,2
Miêso i drób;Bacon lean prepared;Boczek chudy przygotowany;100;g;424;25,7;35,5;0,3
Miêso i drób;Chicken fillet prepared;Filet z kurczaka przygotowany;100;g;158;30,9;3,8;0
Warzywa;Onions fried in vegetable oil;Cebula sma¿ona na oleju roœlinnym;100;g;58;1,3;3;5,4
Warzywa;Mushroom fried in vegetable oil w salt;Pieczarki sma¿one w oleju roœlinnym z sol¹;100;g;54;2,6;4,1;0,5
Chleb;Rye bread wholemeal/rye wheat bread brown av;Chleb ¿ytni pe³noziarnisty/chleb pszenny ¿ytni br¹zowy av;100;g;196;5,8;1,3;36,1
Warzywa;Tomatoes stewed w vegetable oil;Pomidory duszone w oleju roœlinnym;100;g;59;0,9;5,1;1,9
Warzywa;Kale curly glass;Jarmu¿ krêcony szklany;100;g;25;2,4;0,6;0,9
Warzywa;Lettuce iceberg raw;Sa³ata lodowa surowa;100;g;14;1;0,2;1,4
Miêso i drób;Beef rump steak raw;Surowy stek z polêdwicy wo³owej;100;g;108;22,9;1,8;0
Miêso i drób;Beef tenderloin steak raw;Surowy stek z polêdwicy wo³owej;100;g;116;23,7;2,3;0
Miêso i drób;Beef prime rib raw;Surowa antrykotowa wo³owina;100;g;165;23;8,1;0
Miêso i drób;Minced beef raw;Miêso mielone wo³owe surowe;100;g;225;18,9;16,5;0,2
Miêso i drób;Beef rib raw;Surowe ¿eberka wo³owe;100;g;137;19,8;6,4;0
Miêso i drób;Liver ox raw;Surowa w¹troba wo³owa;100;g;129;21;4,2;1,9
Miêso i drób;Beef roast raw;Surowa pieczeñ wo³owa;100;g;122;22,9;3,4;0
Miêso i drób;Beef shank raw;Surowa golonka wo³owa;100;g;117;22,6;3;0
Miêso i drób;Beef rib steak raw;Surowy stek z antrykotu wo³owego;100;g;166;20,1;9,5;0
Miêso i drób;Beef stewing steak raw;Surowy stek do duszenia wo³owiny;100;g;135;21,3;5,5;0
Miêso i drób;Beef steak tartare raw;Surowy tatar wo³owy;100;g;137;21,1;5,7;0,3
Miêso i drób;Beef tongue raw;Jêzyk wo³owy surowy;100;g;188;17,3;13,2;0
Miêso i drób;Sausage pork Braadworst raw;Kie³basa wieprzowa surowa;100;g;226;16,8;17,2;0,6
Miêso i drób;Pork fillet raw;Polêdwica wieprzowa surowa;100;g;128;23,3;3,9;0
Miêso i drób;Pork chop raw;Kotlet wieprzowy surowy;100;g;114;22,2;2,8;0
Miêso i drób;Minced pork raw;Miêso mielone wieprzowe surowe;100;g;177;20,1;10,7;0,3
Miêso i drób;Pork tenderloin raw;Polêdwica wieprzowa surowa;100;g;105;22,4;1,7;0
Miêso i drób;Pork gammon steak raw;Surowy stek z szynki wieprzowej;100;g;191;19,8;12,4;0
Miêso i drób;Pork loin chop raw;Surowy kotlet z polêdwicy wieprzowej;100;g;156;23,2;7;0
Miêso i drób;Pork shoulder chop raw;Kotlet z ³opatki wieprzowej surowy;100;g;186;19,1;12,2;0
Miêso i drób;Liver pork raw;W¹tróbka wieprzowa surowa;100;g;129;21,3;4,8;0,2
Miêso i drób;Pork spare rib raw;Surowe ¿eberka wieprzowe;100;g;250;18,3;19,6;0
Miêso i drób;Pork tenderloin medaillon raw;Polêdwica wieprzowa w medalionie surowym;100;g;115;23,5;2,4;0
Miêso i drób;Pork shoulder raw;£opatka wieprzowa surowa;100;g;133;20,7;5,5;0
Miêso i drób;Bacon rasher raw;Plasterki boczku surowe;100;g;320;16,5;28,2;0
Miêso i drób;Minced beef/pork raw;Miêso mielone wo³owe/wieprzowe surowe;100;g;233;19,2;17,2;0,3
Miêso i drób;Hamburger raw;Surowy hamburger;100;g;239;16,8;18;2,2
Miêso i drób;Veal prime rib raw;Surowa antrykotowa cielêcina;100;g;150;21,4;7,2;0
Miêso i drób;Veal olive raw;Surowa cielêcina z oliwek;100;g;159;20,7;8,5;0
Miêso i drób;Veal fricandeau raw;Surowa cielêcina fricandeau;100;g;111;22;2,6;0
Miêso i drób;Liver calf's raw;W¹tróbka cielêca surowa;100;g;108;17,7;3,3;2
Miêso i drób;Veal shank raw;Surowa golonka cielêca;100;g;112;21,3;2,9;0
Miêso i drób;Tongue calf's raw;Jêzyk cielêcy surowy;100;g;168;17,6;10,9;0
Miêso i drób;Lamb leg raw;Noga jagniêca surowa;100;g;174;19,2;10,8;0
Miêso i drób;Minced lamb raw;Miêso jagniêce mielone surowe;100;g;218;19,3;15,7;0
Miêso i drób;Lamb chop raw;Surowy kotlet jagniêcy;100;g;223;19,2;16,3;0
Miêso i drób;Lamb saddle raw;Surowe comber jagniêcy;100;g;256;18,6;20,2;0
Miêso i drób;Lamb shoulder raw;Surowa ³opatka jagniêca;100;g;187;20;11,9;0
Cukier, s³odycze i s³odkie sosy;Chocolate dark sugar-free;Czekolada gorzka bez cukru;100;g;454;5,3;33;42,1
Cukier, s³odycze i s³odkie sosy;Chocolate milk w hazelnuts wo sugar;Mleko czekoladowe z orzechami laskowymi i cukrem;100;g;498;8,9;35,4;46,5
Warzywa;Beetroot pickled glass;Marynowane buraki;100;g;37;0,5;0,1;7,6
Ziemniaki i bulwy;Potato puree powder av;Puree ziemniaczane w proszku av;100;g;368;8,6;4,6;70,2
Ziemniaki i bulwy;Chips pre-fried frozen unprepared;Chipsy wstêpnie sma¿one mro¿one nieprzygotowane;100;g;146;2,3;3,8;24,4
Ziemniaki i bulwy;Potatoes fried;Ziemniaki sma¿one;100;g;119;1,8;4,8;16,5
Napoje bezalkoholowe;Juice pineapple;Sok ananasowy;100;g;47;0,5;0;11,2
Napoje alkoholowe;Liqueur <15 vol% alcohol;Likier <15% obj. alkoholu;100;g;200;0;0;29
Napoje alkoholowe;Liqueur >25 vol% alcohol;Likier >25% obj. alkoholu;100;g;291;0;0;29
Napoje alkoholowe;Beer >7 vol% alcohol;Piwo >7% obj. alkoholu;100;g;64;0,5;0;4,3
Mleko i produkty mleczne;Cream custard;Krem œmietankowy;100;g;142;3,6;4;22,8
T³uszcze i oleje;Butter cream;Krem maœlany;100;g;567;0,6;44,8;40,4
Chleb;Rice cakes puffed natural w (sea)salt;Wafle ry¿owe ekspandowane naturalne z sol¹ (morsk¹);100;g;392;7,8;3,2;81,3
Ser;Cheese Brie 60+;Ser Brie 60+;100;g;369;17;33;1
Wytrawne pasty chlebowe;Salad egg;Jajko sa³atkowe;100;g;255;7,3;22,3;5,6
Zio³a i przyprawy;Herb and dried vegetable mix unprepared;Mieszanka zió³ i suszonych warzyw, nieprzygotowana;100;g;311;9,5;3,8;57
Mleko i produkty mleczne;Yoghurt half fat;Jogurt pó³t³usty;100;g;50;4,2;1,5;4,3
Cukier, s³odycze i s³odkie sosy;Chocolates filled/Belgium chocolate;Czekoladki nadziewane/czekolada belgijska;100;g;512;5,5;30,7;51,8
Napoje bezalkoholowe;Beer alcohol free <0,1 vol%;Piwo bezalkoholowe <0,1% obj.;100;g;26;0,3;0;6,1
Napoje alkoholowe;Beer low alcohol 0,1-1,2 vol%;Piwo o niskiej zawartoœci alkoholu 0,1-1,2% obj.;100;g;22;0,3;0;4,5
Napoje bezalkoholowe;Juice drink light;Napój sokowy light;100;g;3;0;0;0,7
Napoje bezalkoholowe;Soft drink light wo caffeine;Napój bezalkoholowy light bez kofeiny;100;g;0;0;0;0
Napoje bezalkoholowe;Cola light soft drink w caffeine;Napój gazowany Cola Light z kofein¹;100;g;0;0;0;0
T³uszcze i oleje;Butter product half fat;Produkt maœlany pó³t³usty;100;g;337;0,3;37;0,7
Ryby, skorupiaki i miêczaki;Mussels fried in vegetable oil;Ma³¿e sma¿one w oleju roœlinnym;100;g;268;17,2;19;7,2
Ryby, skorupiaki i miêczaki;Halibut smoked;Halibut wêdzony;100;g;211;19,4;14,8;0
Ryby, skorupiaki i miêczaki;Mackerel fillet smoked;Filet z makreli wêdzony;100;g;301;21,1;24,1;0
Ryby, skorupiaki i miêczaki;Salmon farmed raw;£osoœ hodowany na surowo;100;g;179;20;11;0
Ryby, skorupiaki i miêczaki;Anchovy in oil canned;Anchois w puszce z olejem;100;g;208;25;11,9;0,1
Ryby, skorupiaki i miêczaki;Tuna in oil tinned;Tuñczyk w puszce w oleju;100;g;206;27;10,8;0,1
Ryby, skorupiaki i miêczaki;Tuna in water tinned;Tuñczyk w puszce z wod¹;100;g;109;24,9;1;0
Ryby, skorupiaki i miêczaki;Kippers steamed;Solone œledzie gotowane na parze;100;g;231;20,8;16,2;0,5
Ryby, skorupiaki i miêczaki;Sprat fillet smoked;Filet ze szprota wêdzony;100;g;212;19,9;14,8;0
Ryby, skorupiaki i miêczaki;Mackerel in oil tinned;Makrela w oleju w puszce;100;g;267;20;20,7;0,1
Ryby, skorupiaki i miêczaki;Soft/hard roe fried;Miêkka/twarda ikra sma¿ona;100;g;262;13,9;21,2;3,9
Ryby, skorupiaki i miêczaki;Soft/hard roe from fat bloater;Miêkka/twarda ikra z t³ustego wzdêcia;100;g;155;24,5;6,3;0
Ryby, skorupiaki i miêczaki;Spawn/hard roe coloured glass;Szk³o w kolorze ikry/ikry twardej;100;g;126;19;5,5;0
Ryby, skorupiaki i miêczaki;Mussels pickled glass;Ma³¿e marynowane w szkle;100;g;106;17,2;3,1;2,2
Ryby, skorupiaki i miêczaki;Shrimps in water tinned;Krewetki w puszce z wod¹;100;g;115;24,3;1,9;0,1
Ryby, skorupiaki i miêczaki;Squid prepared in microwave oven no ingredients added;Kalmary przygotowane w kuchence mikrofalowej bez dodanych sk³adników;100;g;146;25,8;4,7;0
Ser;Cheese goat fresh;Ser kozi œwie¿y;100;g;207;13,4;16,6;1
Napoje bezalkoholowe;Fruit juice concentrated;Sok owocowy zagêszczony;100;g;280;0,2;0;69,5
Napoje bezalkoholowe;Juice carrot;Sok z marchwi;100;g;29;0,4;0,2;6,4
Napoje bezalkoholowe;Juice sauerkraut;Sok z kiszonej kapusty;100;g;7;0,7;0;1,1
Miêso i drób;Beef <5% fat raw av;Wo³owina <5% t³uszczu surowa av;100;g;108;22,6;2;0
Miêso i drób;Beef >5% fat raw av;Wo³owina >5% t³uszczu surowego;100;g;218;18,5;15,3;1,5
Miêso i drób;Beef <10% fat prepared av;Wo³owina <10% t³uszczu przygotowana œr.;100;g;163;30,2;4,7;0
Miêso i drób;Beef >10% fat prepared av;Wo³owina >10% t³uszczu przygotowana œr.;100;g;290;26,9;19,7;1,2
Miêso i drób;Pork <5% fat raw av;Wieprzowina <5% t³uszczu surowa av;100;g;126;21,8;3;2,8
Miêso i drób;Pork 5-14% fat raw av;Wieprzowina 5-14% t³uszczu surowa;100;g;165;20;9,1;0,5
Miêso i drób;Pork >15% fat raw av;Wieprzowina >15% t³uszczu surowa av;100;g;283;16,1;24;0,5
Miêso i drób;Pork <10% fat prepared av;Wieprzowina <10% t³uszczu przygotowana œr.;100;g;158;28,8;4,7;0
Miêso i drób;Pork 10-19% fat prepared av;Wieprzowina 10-19% t³uszczu przygotowana œr.;100;g;260;28,4;16,1;0,3
Miêso i drób;Pork >19% fat prepared av;Wieprzowina >19% t³uszczu przygotowana œr.;100;g;365;21,2;30,5;1,1
Miêso i drób;Veal <5% fat raw av;Cielêcina <5% t³uszczu surowa;100;g;105;22;1,8;0
Miêso i drób;Veal >5% fat raw av;Cielêcina >5% t³uszczu surowa av;100;g;159;20,4;8,6;0
Miêso i drób;Lamb >10 g fat raw av;Jagniêcina >10 g t³uszczu surowego;100;g;221;19,3;16;0
Miêso i drób;Meat av raw <5% fat excl liver;Miêso surowe <5% t³uszczu bez w¹troby;100;g;113;22,8;2,1;0,7
Miêso i drób;Meat av raw >5% fat excl liver;Miêso surowe >5% t³uszczu bez w¹troby;100;g;211;18,6;14,7;1,1
Ziemniaki i bulwy;Potatoes sliced frozen deep-fried in vegetable oil;Ziemniaki pokrojone w plastry, mro¿one, sma¿one na g³êbokim t³uszczu w oleju roœlinnym;100;g;229;3,1;10,9;28
Ziemniaki i bulwy;Chips oven frozen prepared in oven;Chipsy mro¿one w piekarniku przygotowane w piekarniku;100;g;291;5,8;8,8;46
Ziemniaki i bulwy;Potato croquettes frozen prepared;Krokiety ziemniaczane mro¿one przygotowane;100;g;238;3,4;12;28,2
Mleko i produkty mleczne;Milk semi-skimmed fortified w calcium;Mleko pó³t³uste wzbogacone wapniem;100;g;46;3,4;1,5;4,9
Mleko i produkty mleczne;Custard several flavours full fat;Budyñ o ró¿nych smakach pe³not³usty;100;g;87;2,1;2,6;13,6
Mleko i produkty mleczne;Yoghurt vanilla half fat;Jogurt waniliowy pó³t³usty;100;g;72;2,9;1,3;11,4
Mleko i produkty mleczne;Porridge semolina;Kasza manna;100;g;93;3;2,9;14
Ser;Cheese 20+;Ser 20+;100;g;246;34,5;12;0
Ser;Cheese 50+;Ser 50+;100;g;380;22,9;32,1;0
Ser;Cheese Dutch in Swiss-style 45+;Ser holenderski w stylu szwajcarskim 45+;100;g;370;27,6;28,5;0
Ser;Cheese 40+ Leiden w cumin/Fries clove;Ser 40+ Leiden z kuminem/frytkami i goŸdzikami;100;g;341;27,3;25,7;0
Wêdliny;Liver pate/Berliner liver sausage;Pasztet z w¹tróbki/Kie³basa w¹trobowa berliñska;100;g;319;12,3;27,6;4,5
Wêdliny;Pork fricandeau fried (processed meat product);Sma¿one miêso wieprzowe (produkt miêsny przetworzony);100;g;117;21,6;2,8;1,3
Wêdliny;Brawn, pork pickled in vinegar;Salceson, wieprzowina marynowana w occie;100;g;264;12,5;23;1,7
Wêdliny;Bacon rasher streaky grilled;Plasterki boczku wêdzonego i grillowanego;100;g;261;15,2;22,1;0,5
Wêdliny;Ham lean grilled;Szynka chuda grillowana;100;g;119;18,9;3,9;1,8
Wêdliny;Gammon boiled deboned;Szynka gotowana bez koœci;100;g;127;18,3;5;2,2
Chleb;Crispbread wholemeal;Pieczywo chrupkie pe³noziarniste;100;g;363;10,9;4;64
Miêso i drób;Pork rib chop raw;Surowy kotlet z ¿eberek wieprzowych;100;g;150;22,6;6,6;0
Miêso i drób;Pork schnitzel not breaded raw;Kotlet schabowy nie panierowany na surowo;100;g;109;22,6;2;0
Mleko i produkty mleczne;Cream whipped w sugar canned;Œmietana ubita z cukrem w puszce;100;g;305;2,3;28;11
Chleb;Crispbread Sandwich Wasa;Kanapka z chrupkiego pieczywa Wasa;100;g;476;10,7;25;46,8
Mleko i produkty mleczne;Creme fraiche;Œmietana;100;g;293;2,6;30;2,8
Ser;Cheese 45+;Ser 45+;100;g;357;25,4;27,3;0
Owoce;Nectarine;Nektarynka;100;g;36;1;0,1;6,5
Wytrawne pasty chlebowe;Salad cucumber;Ogórek sa³atkowy;100;g;238;0,8;23;6,5
Zio³a i przyprawy;Seasoning flavoured powder low sodium;Przyprawa w proszku o niskiej zawartoœci sodu;100;g;235;22,1;3,6;27,9
Zio³a i przyprawy;Stock powder low sodium;Proszek zapasowy o niskiej zawartoœci sodu;100;g;348;5,3;6,3;67,4
Napoje bezalkoholowe;Water av;Woda œr;100;g;0;0;0;0
Owoce;Dates fresh;Œwie¿e daktyle;100;g;139;1,5;0,1;31,3
Owoce;Carambola;Karambola;100;g;37;0,5;0,3;7,2
Zbo¿a i produkty zbo¿owe;Couscous unprepared;Kuskus nieprzygotowany;100;g;363;12;2,1;72,1
Zbo¿a i produkty zbo¿owe;Barley whole grain raw;Jêczmieñ pe³noziarnisty surowy;100;g;330;10,6;2,1;59,7
Zio³a i przyprawy;Horse-radish raw;Chrzan surowy;100;g;80;4,5;0,3;11
Warzywa;Cabbage pak-choi raw;Kapusta pak-choi surowa;100;g;14;1;0,2;1,4
Ser;Cheese Bel Paese;Ser Bel Paese;100;g;374;25,4;30,2;0,1
Roœliny str¹czkowe;Beans kidney red dried;Fasola czerwona nerkowata suszona;100;g;295;22,1;1,4;36,9
Orzechy i nasiona;Pecan nuts unroasted unsalted;Orzechy pekan niepra¿one i niesolone;100;g;721;9,2;72;4,4
Orzechy i nasiona;Pistachio nuts salted;Orzechy pistacjowe solone;100;g;592;23,8;48,3;10,8
Warzywa;Seaweed kelp raw;Surowe wodorosty morskie;100;g;47;1,7;0,6;8,3
Warzywa;Seaweed agar agar dried;Agar z agarem z wodorostów suszony;100;g;336;6,2;0,3;73,2
Miêso i drób;Goat meat raw av;Miêso kozie surowe;100;g;103;20,6;2,3;0
Miêso i drób;Kidney pork raw;Nerka wieprzowa surowa;100;g;86;15,5;2,7;0
Miêso i drób;Kidney ox raw;Nerka wo³owa surowa;100;g;88;17,2;2,1;0
Miêso i drób;Kidney lamb raw;Nerka jagniêca surowa;100;g;91;17;2,6;0
Warzywa;Vegetables av boiled;Warzywa gotowane;100;g;30;1,7;0,4;3,6
Warzywa;Vegetables av raw;Warzywa na surowo;100;g;20;1;0,4;2,6
Wêdliny;Processed meat prod 20-30 g fat excl liver av;Miêso przetworzone 20-30 g t³uszczu bez w¹troby œr.;100;g;311;13,8;26,9;3,2
Wêdliny;Processed meat prod >30 g fat excl liver av;Przetworzone miêso >30 g t³uszczu bez w¹troby;100;g;395;17,6;35,1;2
Sosy pikantne;Sauce Chinese soursweet home-made;Sos chiñski s³odko-kwaœny domowej roboty;100;g;32;0,4;0,3;6,9
Sosy pikantne;Peanut sauce homemade w water w fat;Sos orzechowy domowej roboty z wod¹ i t³uszczem;100;g;295;8,7;23,3;11
Zbo¿a i produkty zbo¿owe;Dough for pizza and savoury pie unprepared;Ciasto na pizzê i wytrawne ciasto niepoddane obróbce termicznej;100;g;226;5,7;5,9;36,5
Napoje bezalkoholowe;Juice orange w pulp;Sok pomarañczowy z mi¹¿szem;100;g;42;0,7;0;8,7
Orzechy i nasiona;Nuts mixed salted;Orzechy mieszane solone;100;g;656;18,3;58,3;11
Miêso i drób;Turkey fillet raw;Surowy filet z indyka;100;g;110;24,8;1,2;0
Sosy pikantne;Peanut sauce packet prepared;Przygotowana paczka sosu orzechowego;100;g;148;4,2;5,6;19,8
Ser;Cheese Gorgonzola;Ser Gorgonzola;100;g;359;19,4;31,2;0,1
Ser;Cheese Mozzarella made from cow's milk;Ser Mozzarella z mleka krowiego;100;g;253;18,7;19,5;0,7
Cukier, s³odycze i s³odkie sosy;Chocolate sprinkles milk;Czekoladowe posypki mleczne;100;g;455;6,3;15,6;70,3
Cukier, s³odycze i s³odkie sosy;Chocolate sprinkles dark;Posypka czekoladowa ciemna;100;g;446;5,8;15,3;67,4
Cukier, s³odycze i s³odkie sosy;Spread chocolate milk;Mas³o czekoladowe mleczne;100;g;570;2,4;35;61
Zbo¿a i produkty zbo¿owe;Breakfast cereal Frosties Kellogg's;P³atki œniadaniowe Frosties Kellogg's;100;g;375;4,5;0,6;87
Zbo¿a i produkty zbo¿owe;Breakfast cereal Coco pops Kellogg's;P³atki œniadaniowe Coco Pops Kellogg's;100;g;387;5;2,5;85
Zbo¿a i produkty zbo¿owe;Breakfast cereal All-Bran Fruit n Fibre Kellogg's;P³atki œniadaniowe All-Bran Fruit n Fibre Kellogg's;100;g;380;8;6;69
Zbo¿a i produkty zbo¿owe;Breakfast cereal Special K Original Kellogg's;P³atki œniadaniowe Special K Original Kellogg's;100;g;375;9;1,5;79
Zbo¿a i produkty zbo¿owe;Breakfast cereal Smacks Kellogg's;P³atki œniadaniowe przypominaj¹ Kellogg's;100;g;382;6;1,5;84
Zbo¿a i produkty zbo¿owe;Breakfast cereal Honey pops Loops Kellogg's;P³atki œniadaniowe Honey pops Loops Kellogg's;100;g;378;9;3,5;74
Orzechy i nasiona;Peanuts dry roasted;Orzeszki ziemne pra¿one na sucho;100;g;577;24;47;11
Zbo¿a i produkty zbo¿owe;Rice multi-grain raw;Ry¿ wieloziarnisty surowy;100;g;351;9;1,5;74
Miêso i drób;Lamb <10 g fat raw av;Jagniêcina <10 g t³uszczu surowa av;100;g;158;20,7;8,3;0
Miêso i drób;Mutton <10g fat raw av;Baranina <10g t³uszczu surowa av;100;g;160;20,5;8,7;0
T³uszcze i oleje;Low fat margarine 40% fat <17 g sat fa salted;Margaryna o niskiej zawartoœci t³uszczu 40% t³uszczu <17 g nasycona, solona;100;g;356;0,1;39,2;0,5
T³uszcze i oleje;Low fat margarine prod 35% fat <10 g sat fa unsalted;Margaryna o niskiej zawartoœci t³uszczu 35% t³uszczu <10 g t³uszczu nasyconego niesolona;100;g;320;0;35;1,2
T³uszcze i oleje;Margarine 80% fat >24 g sat fa salted;Margaryna 80% t³uszczu >24 g nasycona solona;100;g;719;0,1;79,7;0,3
T³uszcze i oleje;Frying fat liquid;T³uszcz do sma¿enia w p³ynie;100;g;900;0;100;0
T³uszcze i oleje;Frying fat solid;T³uszcz do sma¿enia sta³y;100;g;900;0;100;0
